"CURRENT_REFMET_NAME","refmet_name","metabolite_name","is_standard","assay","super_class","main_class","sub_class","formula","exactmass","pubchem_cid","kegg_id","inchi_key","lm_id","hmdb_id","chebi_id"
"PC 39:4","PC(39:4)_lp_e","PC(39:4)_feature5",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H86NO8P",823.6091,NA,"C00157",NA,NA,NA,NA
"PC 39:4","PC(39:4)_lp_f","PC(39:4)_feature6",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H86NO8P",823.6091,NA,"C00157",NA,NA,NA,NA
"PC 39:4","PC(39:4)_lp_h","PC(39:4)_feature8",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H86NO8P",823.6091,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_a","PC(39:5)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_b","PC(39:5)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_c","PC(39:5)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_e","PC(39:5)_feature5",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_f","PC(39:5)_feature6",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_g","PC(39:5)_feature7",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_h","PC(39:5)_feature8",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:5","PC(39:5)_lp_j","PC(39:5)_feature10",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H84NO8P",821.5935,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_a","PC(39:6)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_b","PC(39:6)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_c","PC(39:6)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_d","PC(39:6)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_e","PC(39:6)_feature5",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_f","PC(39:6)_feature6",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_g","PC(39:6)_feature7",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 39:6","PC(39:6)_lp_h","PC(39:6)_feature8",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C47H82NO8P",819.5778,NA,"C00157",NA,NA,NA,NA
"PC 40:0","PC(40:0)","PC(40:0)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H96NO8P",845.6874,NA,"C00157",NA,NA,NA,NA
"PC 40:1","PC(40:1)","PC(40:1)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H94NO8P",843.671707,NA,"C00157",NA,NA,NA,NA
"PC 40:2","PC(40:2)_ln_a","PC(40:2)>PC(18:1_22:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C48H92NO8P",841.6561,NA,"C00157",NA,NA,NA,NA
"PC 40:2","PC(40:2)_lp_a","PC(40:2)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H92NO8P",841.6561,NA,"C00157",NA,NA,NA,NA
"PC 40:2","PC(40:2)_lp_b","PC(40:2)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H92NO8P",841.6561,NA,"C00157",NA,NA,NA,NA
"PC 40:2","PC(40:2)_lp_c","PC(40:2)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H92NO8P",841.6561,NA,"C00157",NA,NA,NA,NA
"PC 40:4","PC(40:4)_ln_c","PC(40:4)>PC(20:0_20:4)_M+H2CO2_feature3",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C48H88NO8P",837.6248,NA,"C00157",NA,NA,NA,NA
"PC 40:4","PC(40:4)_lp_a","PC(40:4)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H88NO8P",837.6248,NA,"C00157",NA,NA,NA,NA
"PC 40:4","PC(40:4)_lp_b","PC(40:4)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H88NO8P",837.6248,NA,"C00157",NA,NA,NA,NA
"PC 40:4","PC(40:4)_lp_c","PC(40:4)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H88NO8P",837.6248,NA,"C00157",NA,NA,NA,NA
"PC 40:5","PC(40:5)_ln_c","PC(40:5)_feature3",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C48H86NO8P",835.6091,NA,"C00157",NA,NA,NA,NA
"PC 40:5","PC(40:5)_lp_a","PC(40:5)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H86NO8P",835.6091,NA,"C00157",NA,NA,NA,NA
"PC 40:5","PC(40:5)_lp_b","PC(40:5)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H86NO8P",835.6091,NA,"C00157",NA,NA,NA,NA
"PC 40:5","PC(40:5)_lp_c","PC(40:5)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H86NO8P",835.6091,NA,"C00157",NA,NA,NA,NA
"PC 40:5","PC(40:5)_lp_d","PC(40:5)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H86NO8P",835.6091,NA,"C00157",NA,NA,NA,NA
"PC 40:6","PC(40:6)","PC(40:6)",0,"metab-u-rppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H84NO8P",833.593457,NA,"C00157",NA,NA,NA,NA
"PC 40:6","PC(40:6)_lp_a","PC(40:6)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H84NO8P",833.5935,NA,"C00157",NA,NA,NA,NA
"PC 40:6","PC(40:6)_lp_b","PC(40:6)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H84NO8P",833.5935,NA,"C00157",NA,NA,NA,NA
"PC 40:6","PC(40:6)_lp_c","PC(40:6)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H84NO8P",833.5935,NA,"C00157",NA,NA,NA,NA
"PC 40:7","PC(40:7)_ln_a","PC(40:7)>PC(18:2_22:5)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P",831.5778,NA,"C00157",NA,NA,NA,NA
"PC 40:7","PC(40:7)_lp_a","PC(40:7)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P",831.5778,NA,"C00157",NA,NA,NA,NA
"PC 40:7","PC(40:7)_lp_b","PC(40:7)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P",831.5778,NA,"C00157",NA,NA,NA,NA
"PC 40:7","PC(40:7)_lp_c","PC(40:7)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P",831.5778,NA,"C00157",NA,NA,NA,NA
"PC 40:7","PC(40:7)_lp_d","PC(40:7)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P",831.5778,NA,"C00157",NA,NA,NA,NA
"PC 40:8","PC(40:8)","PC(40:8)",0,"metab-u-rppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H80NO8P",829.562157,NA,"C00157",NA,NA,NA,NA
"PC 40:8","PC(40:8)","PC(40:8)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C48H80NO8P",829.562157,NA,"C00157",NA,NA,NA,NA
"PC 41:1","PC(41:1)","PC(41:1)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H96NO8P",857.6874,NA,"C00157",NA,NA,NA,NA
"PC 41:2","PC(41:2)_ln_b","PC(41:2)>PC(18:1_23:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C49H94NO8P",855.6717,NA,"C00157",NA,NA,NA,NA
"PC 41:2","PC(41:2)_lp_b","PC(41:2)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H94NO8P",855.6717,NA,"C00157",NA,NA,NA,NA
"PC 41:2","PC(41:2)_lp_c","PC(41:2)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H94NO8P",855.6717,NA,"C00157",NA,NA,NA,NA
"PC 41:3","PC(41:3)","PC(41:3)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H92NO8P",853.656057,NA,"C00157",NA,NA,NA,NA
"PC 41:6","PC(41:6)_lp_a","PC(41:6)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H86NO8P",847.6091,NA,"C00157",NA,NA,NA,NA
"PC 41:6","PC(41:6)_lp_b","PC(41:6)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H86NO8P",847.6091,NA,"C00157",NA,NA,NA,NA
"PC 41:6","PC(41:6)_lp_c","PC(41:6)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H86NO8P",847.6091,NA,"C00157",NA,NA,NA,NA
"PC 41:7","PC(41:7)_lp_a","PC(41:7)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C49H84NO8P",845.5935,NA,"C00157",NA,NA,NA,NA
"PC 42:1","PC(42:1)_ln_b","PC(42:1)>PC(18:1_24:0)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C50H98NO8P",871.703,NA,"C00157",NA,NA,NA,NA
"PC 42:1","PC(42:1)_ln_b","PC(42:1)>PC(18:1/24:0)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C50H98NO8P",871.703,NA,"C00157",NA,NA,NA,NA
"PC 42:1","PC(42:1)_lp_b","PC(42:1)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H98NO8P",871.703,NA,"C00157",NA,NA,NA,NA
"PC 42:2","PC(42:2)_lp_a","PC(42:2)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H96NO8P",869.6874,NA,"C00157",NA,NA,NA,NA
"PC 42:2","PC(42:2)_lp_b","PC(42:2)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H96NO8P",869.6874,NA,"C00157",NA,NA,NA,NA
"PC 42:3","PC(42:3)_lp_a","PC(42:3)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H94NO8P",867.6717,NA,"C00157",NA,NA,NA,NA
"PC 42:3","PC(42:3)_lp_b","PC(42:3)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H94NO8P",867.6717,NA,"C00157",NA,NA,NA,NA
"PC 42:4","PC(42:4)_ln_b","PC(42:4)>PC(18:0_22:4)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C50H92NO8P",865.6561,NA,"C00157",NA,NA,NA,NA
"PC 42:4","PC(42:4)_lp_b","PC(42:4)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H92NO8P",865.6561,NA,"C00157",NA,NA,NA,NA
"PC 42:4","PC(42:4)_lp_c","PC(42:4)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H92NO8P",865.6561,NA,"C00157",NA,NA,NA,NA
"PC 42:4","PC(42:4)_lp_d","PC(42:4)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H92NO8P",865.6561,NA,"C00157",NA,NA,NA,NA
"PC 42:4","PC(42:4)_lp_e","PC(42:4)_feature5",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H92NO8P",865.6561,NA,"C00157",NA,NA,NA,NA
"PC 42:5","PC(42:5)_lp_a","PC(42:5)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H90NO8P",863.6404,NA,"C00157",NA,NA,NA,NA
"PC 42:5","PC(42:5)_lp_c","PC(42:5)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H90NO8P",863.6404,NA,"C00157",NA,NA,NA,NA
"PC 42:5","PC(42:5)_lp_d","PC(42:5)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H90NO8P",863.6404,NA,"C00157",NA,NA,NA,NA
"PC 42:5","PC(42:5)_lp_f","PC(42:5)_feature6",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H90NO8P",863.6404,NA,"C00157",NA,NA,NA,NA
"PC 42:6","PC(42:6)_lp_a","PC(42:6)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H88NO8P",861.6248,NA,"C00157",NA,NA,NA,NA
"PC 42:6","PC(42:6)_lp_b","PC(42:6)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H88NO8P",861.6248,NA,"C00157",NA,NA,NA,NA
"PC 42:6","PC(42:6)_lp_c","PC(42:6)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H88NO8P",861.6248,NA,"C00157",NA,NA,NA,NA
"PC 42:6","PC(42:6)_lp_d","PC(42:6)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H88NO8P",861.6248,NA,"C00157",NA,NA,NA,NA
"PC 42:7","PC(42:7)_lp_a","PC(42:7)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H86NO8P",859.6091,NA,"C00157",NA,NA,NA,NA
"PC 42:7","PC(42:7)_lp_b","PC(42:7)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H86NO8P",859.6091,NA,"C00157",NA,NA,NA,NA
"PC 42:7","PC(42:7)_lp_d","PC(42:7)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H86NO8P",859.6091,NA,"C00157",NA,NA,NA,NA
"PC 42:8","PC(42:8)_lp_b","PC(42:8)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H84NO8P",857.5935,NA,"C00157",NA,NA,NA,NA
"PC 42:8","PC(42:8)_lp_c","PC(42:8)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H84NO8P",857.5935,NA,"C00157",NA,NA,NA,NA
"PC 42:9","PC(42:9)_lp_a","PC(42:9)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H82NO8P",855.5778,NA,"C00157",NA,NA,NA,NA
"PC 42:9","PC(42:9)_lp_b","PC(42:9)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H82NO8P",855.5778,NA,"C00157",NA,NA,NA,NA
"PC 42:9","PC(42:9)_lp_c","PC(42:9)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C50H82NO8P",855.5778,NA,"C00157",NA,NA,NA,NA
"PC 43:1","PC(43:1)","PC(43:1)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C51H100NO8P",885.7187,NA,"C00157",NA,NA,NA,NA
"PC 43:1","PC(43:1)","PC(43:1)>PC(18:1_25:0)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C51H100NO8P",885.7187,NA,"C00157",NA,NA,NA,NA
"PC 43:2","PC(43:2)","PC(43:2)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C51H98NO8P",883.703,NA,"C00157",NA,NA,NA,NA
"PC 43:4","PC(43:4)","PC(43:4)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C51H94NO8P",879.671707,NA,"C00157",NA,NA,NA,NA
"PC 44:10","PC(44:10)","PC(44:10)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H84NO8P",881.5935,NA,"C00157",NA,NA,NA,NA
"PC 44:12","PC(44:12)","PC(44:12)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H80NO8P",877.5622,NA,"C00157",NA,NA,NA,NA
"PC 44:2","PC(44:2)","PC(44:2)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H100NO8P",897.7187,NA,"C00157",NA,NA,NA,NA
"PC 44:2","PC(44:2)","PC(44:2)>PC(18:1_26:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","PC","C52H100NO8P",897.7187,NA,"C00157",NA,NA,NA,NA
"PC 44:4","PC(44:4)_lp_a","PC(44:4)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H96NO8P",893.6874,NA,"C00157",NA,NA,NA,NA
"PC 44:4","PC(44:4)_lp_b","PC(44:4)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H96NO8P",893.6874,NA,"C00157",NA,NA,NA,NA
"PC 44:5","PC(44:5)_lp_a","PC(44:5)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H94NO8P",891.6717,NA,"C00157",NA,NA,NA,NA
"PC 44:5","PC(44:5)_lp_b","PC(44:5)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H94NO8P",891.6717,NA,"C00157",NA,NA,NA,NA
"PC 44:8","PC(44:8)_lp_a","PC(44:8)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H88NO8P",885.6248,NA,"C00157",NA,NA,NA,NA
"PC 44:8","PC(44:8)_lp_b","PC(44:8)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C52H88NO8P",885.6248,NA,"C00157",NA,NA,NA,NA
"PC 46:5","PC(46:5)_lp_a","PC(46:5)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C54H98NO8P",919.703,NA,"C00157",NA,NA,NA,NA
"PC 46:5","PC(46:5)_lp_b","PC(46:5)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C54H98NO8P",919.703,NA,"C00157",NA,NA,NA,NA
"PC 46:7","PC(46:7)","PC(46:7)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","PC","C54H94NO8P",915.671707,NA,"C00157",NA,NA,NA,NA
"PC O-16:0/16:0","PC(O-16:0/16:0)","PC(O-32:0)>PC(O-16:0/16:0)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H82NO7P",719.582892,145911,"C05212","WOTHHEHCEYHCFE-LDLOPFEMSA-N","LMGP01020029",NA,72744
"PC O-16:0/20:4","PC(O-16:0/20:4)_ln_d","PC(O-36:4)>PC(O-16:0/20:4)  M+ H2CO2_feature4",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H82NO7P",767.5829,NA,"C05212",NA,NA,NA,NA
"PC O-16:0/20:4","PC(O-16:0/20:4)_ln_d","PC(O-36:4)>PC(O-16:0/20:4)_M+H2CO2_feature4",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H82NO7P",767.5829,NA,"C05212",NA,NA,NA,NA
"PC O-18:0/20:4","PC(O-18:0/20:4)_ln_f","PC(O-38:4)>PC(O-18:0/20:4)_M+H2CO2_feature6",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H86NO7P",795.6142,NA,"C05212",NA,NA,NA,NA
"PC O-20:5/20:4*","PC(O-20:5/20:4)","PC(O-40:9)>PC(O:20:5/20:4)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C48H80NO7P",813.5672,NA,"C05212",NA,NA,NA,NA
"PC O-30:0","PC(O-30:0)","PC(O-30:0)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C38H78NO7P",691.5516,NA,"C05212",NA,NA,NA,NA
"PC O-31:0","PC(O-31:0)","PC(O-31:0)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C39H80NO7P",705.5672,NA,"C05212",NA,NA,NA,NA
"PC O-31:0","PC(O-31:0)_lp_b","PC(O-31:0)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C39H80NO7P",705.5672,NA,"C05212",NA,NA,NA,NA
"PC O-32:0","PC(O-32:0)","PC(O-32:0)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H82NO7P",719.582892,NA,"C05212",NA,NA,NA,NA
"PC O-32:0","PC(O-32:0)","PC(O-32:0)_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H82NO7P",719.582892,NA,"C05212",NA,NA,NA,NA
"PC O-33:0","PC(O-33:0)","PC(O-33:0)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C41H84NO7P",733.5985,NA,"C05212",NA,NA,NA,NA
"PC O-33:0","PC(O-33:0)_lp_a","PC(O-33:0)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C41H84NO7P",733.5985,NA,"C05212",NA,NA,NA,NA
"PC O-33:0","PC(O-33:0)_lp_b","PC(O-33:0)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C41H84NO7P",733.5985,NA,"C05212",NA,NA,NA,NA
"PC O-33:0","PC(O-33:0)_lp_d","PC(O-33:0)_feature4",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C41H84NO7P",733.5985,NA,"C05212",NA,NA,NA,NA
"PC O-34:0","PC(O-34:0)","PC(O-34:0)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C42H86NO7P",747.614192,NA,"C05212",NA,NA,NA,NA
"PC O-36:0","PC(O-36:0)","PC(O-36:0)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C44H90NO7P",775.645492,NA,"C05212",NA,NA,NA,NA
"PC O:20:5/20:4","PC(O:20:5/20:4)","PC(O-40:9)>PC(O:20:5/20:4)_M+H2CO2_feature1",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C48H82NO7P",815.582892,NA,"C05212",NA,NA,NA,NA
"PC P-18:0/16:0 or PC O-18:1/16:0","PC(O-18:1/16:0)_ln_b","PC(O-34:1)>PC(O-18:1/16:0)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C42H84NO7P",745.5985,NA,"C05212",NA,NA,NA,NA
"PC P-18:0/16:0 or PC O-18:1/16:0","PC(O-18:1/16:0)_lp_b","PC(O-34:1)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C42H84NO7P",745.5985,NA,"C05212",NA,NA,NA,NA
"PC P-18:1/20:4 or PC O-18:2/20:4","PC(O-18:2/20:4)_ln_b","PC(P-38:5)>PC(P-18:1/20:4)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H82NO7P",791.5829,NA,"C05212",NA,NA,NA,NA
"PC P-18:1/20:4 or PC O-18:2/20:4","PC(O-18:2/20:4)_lp_e","PC(O-38:6)_feature5",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H82NO7P",791.5829,NA,"C05212",NA,NA,NA,NA
"PC P-18:1/20:4 or PC O-18:2/20:4","PC(P-18:1/20:4)_ln_b","PC(O-40:4)>PC(O-20:0/20:4)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C46H82NO7P",791.5829,NA,"C05212",NA,NA,NA,NA
"PC P-32:0 or PC O-32:1","PC(O-32:1)_ln_b","PC(O-32:1)>PC(O-16:0/16:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H80NO7P",717.5672,NA,"C05212",NA,NA,NA,NA
"PC P-32:0 or PC O-32:1","PC(O-32:1)_ln_b","PC(O-32:1)>PC(O-16:1/16:0)_M+H2CO2_feature2",0,"metab-u-lrpneg","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H80NO7P",717.5672,NA,"C05212",NA,NA,NA,NA
"PC P-32:0 or PC O-32:1","PC(O-32:1)_lp_a","PC(O-32:1)_feature1",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H80NO7P",717.5672,NA,"C05212",NA,NA,NA,NA
"PC P-32:0 or PC O-32:1","PC(O-32:1)_lp_b","PC(O-32:1)_feature2",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H80NO7P",717.5672,NA,"C05212",NA,NA,NA,NA
"PC P-32:0 or PC O-32:1","PC(O-32:1)_lp_c","PC(O-32:1)_feature3",0,"metab-u-lrppos","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H80NO7P",717.5672,NA,"C05212",NA,NA,NA,NA
